% ID         RA        Dec     Ebv   Gal Long  Gal Lat   Ecl Long  Ecl Lat   Entry 
005782  142.39575    9.51480   0.04  223.2995   39.3546  141.6624   -5.0327   5782 
005783  144.93853    9.51480   0.03  224.8319   41.5750  144.0449   -4.2265   5783 
005784  147.48131    9.51480   0.02  226.4507   43.7826  146.4163   -3.3957   5784 
005785  150.02409    9.51480   0.03  228.1700   45.9748  148.7774   -2.5418   5785 
005786  152.56688    9.51480   0.03  230.0064   48.1485  151.1290   -1.6663   5786 
005787  155.10966    9.51480   0.03  231.9797   50.3001  153.4721   -0.7708   5787 
005788  157.65244    9.51480   0.03  234.1130   52.4252  155.8075    0.1431   5788 
005789  160.19522    9.51480   0.02  236.4341   54.5184  158.1363    1.0739   5789 
005790  162.73800    9.51480   0.03  238.9761   56.5734  160.4596    2.0200   5790 
005791  165.28078    9.51480   0.02  241.7781   58.5819  162.7787    2.9798   5791 
005792  167.82356    9.51480   0.02  244.8867   60.5342  165.0948    3.9517   5792 
005793  170.36634    9.51480   0.04  248.3563   62.4176  167.4091    4.9341   5793 
005794  172.90913    9.51480   0.04  252.2497   64.2166  169.7231    5.9255   5794 
005795  175.45191    9.51480   0.04  256.6360   65.9120  172.0381    6.9241   5795 
005796  177.99469    9.51480   0.02  261.5874   67.4799  174.3555    7.9283   5796 
005797  180.53747    9.51480   0.02  267.1701   68.8914  176.6767    8.9366   5797 
005798  183.08025    9.51480   0.02  273.4300   70.1130  179.0034    9.9473   5798 
005799  185.62303    9.51480   0.02  280.3703   71.1076  181.3370   10.9587   5799 
005800  188.16581    9.51480   0.02  287.9271   71.8375  183.6790   11.9691   5800 
005801  190.70859    9.51480   0.01  295.9506   72.2698  186.0309   12.9769   5801 
005802  193.25138    9.51480   0.02  304.2091   72.3827  188.3944   13.9803   5802 
005803  195.79416    9.51480   0.02  312.4236   72.1699  190.7709   14.9775   5803 
005804  198.33694    9.51480   0.02  320.3245   71.6428  193.1620   15.9670   5804 
005805  200.87972    9.51480   0.02  327.7031   70.8275  195.5691   16.9467   5805 
005806  203.42250    9.51480   0.03  334.4369   69.7589  197.9938   17.9150   5806 
005807  205.96528    9.51480   0.02  340.4852   68.4749  200.4375   18.8701   5807 
005808  208.50806    9.51480   0.03  345.8672   67.0118  202.9016   19.8100   5808 
005809  211.05084    9.51480   0.02  350.6368   65.4018  205.3874   20.7329   5809 
005810  213.59363    9.51480   0.02  354.8635   63.6721  207.8962   21.6369   5810 
005811  216.13641    9.51480   0.02  358.6191   61.8452  210.4291   22.5201   5811 
005812  218.67919    9.51480   0.03    1.9712   59.9391  212.9873   23.3806   5812 
005813  221.22197    9.51480   0.02    4.9799   57.9683  215.5715   24.2163   5813 
005814  223.76475    9.51480   0.03    7.6971   55.9445  218.1827   25.0253   5814 
005815  226.30753    9.51480   0.03   10.1671   53.8769  220.8214   25.8057   5815 
005816  228.85031    9.51480   0.03   12.4271   51.7732  223.4881   26.5555   5816 
005817  231.39309    9.51480   0.03   14.5083   49.6395  226.1832   27.2727   5817 
005818  233.93588    9.51480   0.03   16.4371   47.4806  228.9065   27.9555   5818 
005819  236.47866    9.51480   0.03   18.2355   45.3009  231.6581   28.6018   5819 
005820  239.02144    9.51480   0.04   19.9221   43.1037  234.4374   29.2098   5820 
005821  241.56422    9.51480   0.04   21.5129   40.8919  237.2438   29.7777   5821 
005822  244.10700    9.51480   0.04   23.0212   38.6679  240.0764   30.3037   5822 
005823  246.64978    9.51480   0.06   24.4588   36.4340  242.9339   30.7863   5823 
005824  249.19256    9.51480   0.07   25.8356   34.1918  245.8150   31.2237   5824 
005825  251.73534    9.51480   0.06   27.1603   31.9430  248.7179   31.6145   5825 
005826  254.27813    9.51480   0.12   28.4407   29.6891  251.6405   31.9575   5826 
005827  256.82091    9.51480   0.09   29.6834   27.4313  254.5807   32.2513   5827 
005828  259.36369    9.51480   0.08   30.8946   25.1707  257.5361   32.4950   5828 
005829  261.90647    9.51480    0.1   32.0797   22.9084  260.5039   32.6877   5829 
005830  264.44925    9.51480   0.13   33.2436   20.6454  263.4813   32.8286   5830 
005831  266.99203    9.51480   0.14   34.3908   18.3827  266.4655   32.9172   5831 
005832  269.53481    9.51480   0.16   35.5256   16.1211  269.4533   32.9532   5832 
005833  272.07759    9.51480   0.15   36.6518   13.8615  272.4416   32.9365   5833 
005834  274.62038    9.51480   0.22   37.7733   11.6048  275.4275   32.8671   5834 
005835  277.16316    9.51480   0.15   38.8935    9.3518  278.4077   32.7453   5835 
005836  279.70594    9.51480   0.32   40.0159    7.1035  281.3794   32.5715   5836 
005837  282.24872    9.51480   0.66   41.1440    4.8606  284.3396   32.3464   5837 
005838  284.79150    9.51480   1.47   42.2810    2.6241  287.2856   32.0708   5838 
005839  287.33428    9.51480   5.21   43.4303    0.3949  290.2150   31.7456   5839 
005840  289.87706    9.51480   2.29   44.5954   -1.8259  293.1253   31.3722   5840 
005841  292.41984    9.51480   0.72   45.7796   -4.0373  296.0146   30.9516   5841 
005842  294.96263    9.51480   0.45   46.9866   -6.2383  298.8809   30.4854   5842 
005843  297.50541    9.51480   0.22   48.2199   -8.4275  301.7228   29.9751   5843 
005844  300.04819    9.51480   0.18   49.4836  -10.6037  304.5389   29.4223   5844 
005845  302.59097    9.51480   0.23   50.7817  -12.7656  307.3282   28.8287   5845 
005846  305.13375    9.51480   0.22   52.1184  -14.9114  310.0900   28.1962   5846 
005847  307.67653    9.51480    0.1   53.4983  -17.0397  312.8237   27.5266   5847 
005848  310.21931    9.51480   0.08   54.9263  -19.1484  315.5291   26.8218   5848 
005849  312.76209    9.51480   0.06   56.4076  -21.2356  318.2061   26.0837   5849 
005850  315.30488    9.51480   0.06   57.9478  -23.2991  320.8551   25.3143   5850 
005851  317.84766    9.51480   0.08   59.5528  -25.3363  323.4763   24.5155   5851 
005852  320.39044    9.51480   0.04   61.2292  -27.3444  326.0703   23.6893   5852 
005853  322.93322    9.51480   0.03   62.9836  -29.3204  328.6379   22.8377   5853 
005854  325.47600    9.51480   0.05   64.8236  -31.2609  331.1799   21.9626   5854 
005855  328.01878    9.51480   0.04   66.7569  -33.1619  333.6974   21.0660   5855 
005856  330.56156    9.51480   0.06   68.7917  -35.0194  336.1915   20.1498   5856 
005857  333.10434    9.51480   0.07   70.9366  -36.8285  338.6634   19.2158   5857 
005858  335.64713    9.51480   0.06   73.2006  -38.5839  341.1144   18.2661   5858 
005859  338.18991    9.51480   0.09   75.5926  -40.2799  343.5458   17.3024   5859 
005860  340.73269    9.51480   0.08   78.1217  -41.9101  345.9592   16.3266   5860 
005861  343.27547    9.51480   0.07   80.7964  -43.4673  348.3560   15.3406   5861 
005862  345.81825    9.51480   0.06   83.6245  -44.9439  350.7377   14.3459   5862 
005863  348.36103    9.51480   0.04   86.6125  -46.3316  353.1057   13.3446   5863 
005864  350.90381    9.51480   0.04   89.7650  -47.6216  355.4617   12.3382   5864 
005865  353.44659    9.51480   0.08   93.0839  -48.8046  357.8072   11.3286   5865 
005866  355.98938    9.51480   0.11   96.5678  -49.8710    0.1436   10.3174   5866 
005867  358.53216    9.51480   0.09  100.2111  -50.8113    2.4727    9.3062   5867 
005869    0.00000   11.89350   0.09  103.5318  -49.0310    4.7889   10.8995   5869 
005870    2.56282   11.89350   0.08  107.2361  -49.7189    7.1209    9.8856   5870 
005871    5.12564   11.89350   0.08  111.0445  -50.2629    9.4481    8.8769   5871 
005872    7.68845   11.89350   0.06  114.9353  -50.6568   11.7718    7.8750   5872 
005873   10.25127   11.89350   0.07  118.8835  -50.8962   14.0937    6.8815   5873 
005874   12.81409   11.89350   0.05  122.8614  -50.9782   16.4151    5.8980   5874 
005875   15.37691   11.89350   0.05  126.8398  -50.9018   18.7373    4.9263   5875 
005876   17.93972   11.89350   0.04  130.7896  -50.6680   21.0617    3.9678   5876 
005877   20.50254   11.89350   0.03  134.6828  -50.2794   23.3896    3.0241   5877 
005878   23.06536   11.89350   0.05  138.4945  -49.7407   25.7220    2.0970   5878 
005879   25.62818   11.89350   0.04  142.2028  -49.0577   28.0602    1.1878   5879 
005880   28.19099   11.89350   0.06  145.7903  -48.2377   30.4051    0.2983   5880 
005881   30.75381   11.89350    0.1  149.2440  -47.2885   32.7578   -0.5701   5881 
005882   33.31663   11.89350   0.14  152.5548  -46.2185   35.1191   -1.4158   5882 
005883   35.87945   11.89350   0.09  155.7180  -45.0365   37.4897   -2.2373   5883 
005884   38.44226   11.89350   0.13  158.7320  -43.7512   39.8704   -3.0331   5884 
005885   41.00508   11.89350   0.11  161.5981  -42.3709   42.2618   -3.8016   5885 
005886   43.56790   11.89350   0.15  164.3197  -40.9037   44.6644   -4.5415   5886 
005887   46.13072   11.89350   0.31  166.9022  -39.3573   47.0785   -5.2513   5887 
005888   48.69353   11.89350   0.38  169.3519  -37.7388   49.5044   -5.9295   5888 
005889   51.25635   11.89350   0.46  171.6758  -36.0548   51.9422   -6.5748   5889 
005890   53.81917   11.89350   0.39  173.8816  -34.3114   54.3921   -7.1859   5890 
005891   56.38199   11.89350   0.42  175.9769  -32.5139   56.8538   -7.7615   5891 
005892   58.94481   11.89350   0.26  177.9694  -30.6676   59.3273   -8.3003   5892 
005893   61.50762   11.89350   0.34  179.8667  -28.7769   61.8122   -8.8012   5893 
005894   64.07044   11.89350    0.5  181.6760  -26.8459   64.3081   -9.2630   5894 
005895   66.63326   11.89350   0.41  183.4042  -24.8784   66.8143   -9.6848   5895 
005896   69.19608   11.89350   0.34  185.0579  -22.8777   69.3304  -10.0655   5896 
005897   71.75889   11.89350   0.39  186.6433  -20.8469   71.8554  -10.4042   5897 
005898   74.32171   11.89350    0.3  188.1663  -18.7887   74.3885  -10.7001   5898 
005899   76.88453   11.89350   0.33  189.6324  -16.7055   76.9287  -10.9526   5899 
005900   79.44735   11.89350   0.49  191.0467  -14.5996   79.4751  -11.1611   5900 
005901   82.01016   11.89350   0.55  192.4141  -12.4731   82.0265  -11.3249   5901 
005902   84.57298   11.89350   0.28  193.7391  -10.3278   84.5818  -11.4438   5902 
005903   87.13580   11.89350   0.37  195.0260   -8.1655   87.1397  -11.5173   5903 
005904   89.69862   11.89350   0.37  196.2788   -5.9875   89.6990  -11.5455   5904 
005905   92.26143   11.89350    0.6  197.5015   -3.7955   92.2584  -11.5281   5905 
005906   94.82425   11.89350   0.65  198.6978   -1.5906   94.8168  -11.4652   5906 
005907   97.38707   11.89350   1.15  199.8711    0.6258   97.3728  -11.3569   5907 
005908   99.94989   11.89350   0.54  201.0248    2.8527   99.9252  -11.2036   5908 
005909  102.51271   11.89350    0.3  202.1625    5.0891  102.4729  -11.0056   5909 
005910  105.07552   11.89350   0.11  203.2872    7.3338  105.0147  -10.7635   5910 
005911  107.63834   11.89350   0.07  204.4024    9.5860  107.5496  -10.4777   5911 
005912  110.20116   11.89350   0.08  205.5113   11.8448  110.0765  -10.1489   5912 
005913  112.76398   11.89350   0.03  206.6172   14.1093  112.5948   -9.7780   5913 
005914  115.32679   11.89350   0.04  207.7235   16.3786  115.1034   -9.3659   5914 
005915  117.88961   11.89350   0.02  208.8339   18.6519  117.6017   -8.9134   5915 
005916  120.45243   11.89350   0.02  209.9520   20.9284  120.0893   -8.4216   5916 
005917  123.01525   11.89350   0.02  211.0818   23.2072  122.5655   -7.8916   5917 
005918  125.57806   11.89350   0.03  212.2275   25.4875  125.0300   -7.3245   5918 
005919  128.14088   11.89350   0.03  213.3938   27.7683  127.4827   -6.7217   5919 
005920  130.70370   11.89350   0.03  214.5859   30.0488  129.9234   -6.0843   5920 
005921  133.26652   11.89350   0.03  215.8092   32.3279  132.3521   -5.4137   5921 
005922  135.82933   11.89350   0.02  217.0702   34.6044  134.7689   -4.7112   5922 
005923  138.39215   11.89350   0.02  218.3761   36.8773  137.1741   -3.9783   5923 
005924  140.95497   11.89350   0.02  219.7351   39.1451  139.5681   -3.2163   5924 
005925  143.51779   11.89350   0.02  221.1566   41.4064  141.9513   -2.4268   5925 
005926  146.08060   11.89350   0.02  222.6517   43.6593  144.3242   -1.6112   5926 
005927  148.64342   11.89350   0.03  224.2334   45.9019  146.6876   -0.7711   5927 
005928  151.20624   11.89350   0.03  225.9170   48.1318  149.0423    0.0921   5928 
005929  153.76906   11.89350   0.03  227.7209   50.3460  151.3889    0.9768   5929 
005930  156.33188   11.89350   0.03  229.6672   52.5411  153.7286    1.8815   5930 
005931  158.89469   11.89350   0.03  231.7823   54.7130  156.0623    2.8045   5931 
005932  161.45751   11.89350   0.02  234.0989   56.8563  158.3911    3.7444   5932 
005933  164.02033   11.89350   0.02  236.6567   58.9645  160.7163    4.6996   5933 
005934  166.58315   11.89350   0.01  239.5044   61.0294  163.0389    5.6684   5934 
005935  169.14596   11.89350   0.01  242.7017   63.0404  165.3603    6.6492   5935 
005936  171.70878   11.89350   0.03  246.3212   64.9840  167.6820    7.6405   5936 
005937  174.27160   11.89350   0.02  250.4501   66.8427  170.0051    8.6406   5937 
005938  176.83442   11.89350   0.03  255.1896   68.5937  172.3314    9.6479   5938 
005939  179.39723   11.89350   0.02  260.6499   70.2081  174.6621   10.6607   5939 
005940  181.96005   11.89350   0.02  266.9382   71.6493  176.9988   11.6773   5940 
005941  184.52287   11.89350   0.03  274.1308   72.8731  179.3432   12.6962   5941 
005942  187.08569   11.89350   0.02  282.2314   73.8299  181.6968   13.7155   5942 
005943  189.64850   11.89350   0.04  291.1193   74.4699  184.0612   14.7336   5943 
005944  192.21132   11.89350   0.03  300.5195   74.7531  186.4380   15.7486   5944 
005945  194.77414   11.89350   0.02  310.0307   74.6596  188.8289   16.7590   5945 
005946  197.33696   11.89350   0.03  319.2216   74.1961  191.2354   17.7627   5946 
005947  199.89978   11.89350   0.02  327.7450   73.3937  193.6593   18.7581   5947 
005948  202.46259   11.89350   0.03  335.4031   72.2985  196.1022   19.7433   5948 
005949  205.02541   11.89350   0.03  342.1426   70.9613  198.5655   20.7164   5949 
005950  207.58823   11.89350   0.02  348.0095   69.4295  201.0509   21.6754   5950 
005951  210.15105   11.89350   0.02  353.0996   67.7435  203.5597   22.6185   5951 
005952  212.71386   11.89350   0.02  357.5238   65.9361  206.0935   23.5437   5952 
005953  215.27668   11.89350   0.02    1.3892   64.0330  208.6536   24.4489   5953 
005954  217.83950   11.89350   0.02    4.7901   62.0541  211.2411   25.3322   5954 
005955  220.40232   11.89350   0.03    7.8064   60.0150  213.8572   26.1914   5955 
005956  222.96513   11.89350   0.03   10.5041   57.9275  216.5028   27.0246   5956 
005957  225.52795   11.89350   0.03   12.9372   55.8010  219.1787   27.8296   5957 
005958  228.09077   11.89350   0.06   15.1498   53.6429  221.8856   28.6044   5958 
005959  230.65359   11.89350   0.04   17.1778   51.4589  224.6238   29.3468   5959 
005960  233.21640   11.89350   0.03   19.0507   49.2539  227.3935   30.0548   5960 
005961  235.77922   11.89350   0.04   20.7927   47.0316  230.1947   30.7264   5961 
005962  238.34204   11.89350   0.04   22.4238   44.7951  233.0270   31.3594   5962 
005963  240.90486   11.89350   0.04   23.9610   42.5471  235.8898   31.9520   5963 
005964  243.46767   11.89350   0.05   25.4182   40.2898  238.7822   32.5021   5964 
005965  246.03049   11.89350   0.06   26.8076   38.0251  241.7030   33.0081   5965 
005966  248.59331   11.89350   0.06   28.1392   35.7546  244.6505   33.4681   5966 
005967  251.15613   11.89350   0.05   29.4219   33.4798  247.6231   33.8805   5967 
005968  253.71895   11.89350   0.05   30.6635   31.2018  250.6184   34.2438   5968 
005969  256.28176   11.89350   0.06   31.8706   28.9219  253.6341   34.5567   5969 
005970  258.84458   11.89350   0.13   33.0493   26.6412  256.6675   34.8179   5970 
005971  261.40740   11.89350   0.16   34.2048   24.3605  259.7155   35.0265   5971 
005972  263.97022   11.89350   0.11   35.3421   22.0809  262.7751   35.1817   5972 
005973  266.53303   11.89350   0.12   36.4656   19.8031  265.8430   35.2828   5973 
005974  269.09585   11.89350   0.19   37.5794   17.5281  268.9155   35.3294   5974 
005975  271.65867   11.89350   0.13   38.6873   15.2566  271.9894   35.3213   5975 
005976  274.22149   11.89350   0.15   39.7930   12.9896  275.0609   35.2586   5976 
005977  276.78430   11.89350   0.18   40.9000   10.7278  278.1267   35.1416   5977 
005978  279.34712   11.89350   0.27   42.0116    8.4722  281.1832   34.9706   5978 
005979  281.90994   11.89350   0.38   43.1311    6.2235  284.2273   34.7464   5979 
005980  284.47276   11.89350   0.72   44.2618    3.9828  287.2557   34.4699   5980 
005981  287.03557   11.89350   1.23   45.4070    1.7510  290.2657   34.1420   5981 
005982  289.59839   11.89350   6.62   46.5700   -0.4709  293.2546   33.7641   5982 
005983  292.16121   11.89350   1.07   47.7541   -2.6818  296.2200   33.3375   5983 
005984  294.72403   11.89350   0.37   48.9630   -4.8805  299.1598   32.8638   5984 
005985  297.28685   11.89350   0.25   50.2002   -7.0657  302.0723   32.3447   5985 
005986  299.84966   11.89350   0.17   51.4693   -9.2361  304.9561   31.7818   5986 
005987  302.41248   11.89350   0.12   52.7745  -11.3903  307.8100   31.1771   5987 
005988  304.97530   11.89350   0.17   54.1199  -13.5265  310.6332   30.5326   5988 
005989  307.53812   11.89350    0.1   55.5099  -15.6430  313.4252   29.8501   5989 
005990  310.10093   11.89350   0.07   56.9492  -17.7379  316.1856   29.1317   5990 
005991  312.66375   11.89350   0.08   58.4427  -19.8091  318.9146   28.3795   5991 
005992  315.22657   11.89350   0.09   59.9959  -21.8541  321.6123   27.5957   5992 
005993  317.78939   11.89350   0.09   61.6143  -23.8704  324.2792   26.7821   5993 
005994  320.35220   11.89350   0.06   63.3040  -25.8551  326.9161   25.9411   5994 
005995  322.91502   11.89350   0.07   65.0714  -27.8050  329.5236   25.0745   5995 
005996  325.47784   11.89350   0.08   66.9233  -29.7165  332.1029   24.1846   5996 
005997  328.04066   11.89350   0.07   68.8667  -31.5859  334.6551   23.2733   5997 
005998  330.60347   11.89350   0.08   70.9091  -33.4086  337.1814   22.3426   5998 
005999  333.16629   11.89350   0.05   73.0580  -35.1800  339.6832   21.3946   5999 
006000  335.72911   11.89350   0.07   75.3212  -36.8948  342.1620   20.4313   6000 
006001  338.29193   11.89350   0.05   77.7064  -38.5472  344.6191   19.4544   6001 
006002  340.85474   11.89350   0.04   80.2208  -40.1309  347.0562   18.4661   6002 
006003  343.41756   11.89350   0.06   82.8714  -41.6391  349.4748   17.4680   6003 
006004  345.98038   11.89350    0.1   85.6639  -43.0643  351.8766   16.4621   6004 
006005  348.54320   11.89350   0.05   88.6027  -44.3988  354.2632   15.4502   6005 
006006  351.10602   11.89350   0.08   91.6904  -45.6341  356.6361   14.4340   6006 
006007  353.66883   11.89350   0.06   94.9270  -46.7618  358.9972   13.4154   6007 
006008  356.23165   11.89350   0.05   98.3092  -47.7732    1.3479   12.3961   6008 
006009  358.79447   11.89350   0.08  101.8304  -48.6596    3.6898   11.3777   6009 
006012    0.00000   14.27220   0.04  104.5805  -46.7585    5.7779   13.0726   6012 
006013    2.58767   14.27220   0.05  108.1354  -47.4157    8.1243   12.0509   6013 
006014    5.17533   14.27220   0.05  111.7801  -47.9329   10.4646   11.0352   6014 
006015    7.76300   14.27220   0.06  115.4954  -48.3050   12.8002   10.0271   6015 
006016   10.35067   14.27220   0.08  119.2592  -48.5280   15.1327    9.0283   6016 
006017   12.93834   14.27220   0.05  123.0475  -48.5995   17.4636    8.0404   6017 
006018   15.52600   14.27220   0.05  126.8350  -48.5187   19.7942    7.0651   6018 
006019   18.11367   14.27220   0.04  130.5966  -48.2865   22.1259    6.1039   6019 
006020   20.70134   14.27220   0.03  134.3082  -47.9055   24.4600    5.1586   6020 
006021   23.28900   14.27220   0.05  137.9479  -47.3796   26.7976    4.2306   6021 
006022   25.87667   14.27220   0.05  141.4967  -46.7141   29.1399    3.3216   6022 
006023   28.46434   14.27220   0.05  144.9388  -45.9154   31.4880    2.4331   6023 
006024   31.05201   14.27220   0.06  148.2622  -44.9906   33.8428    1.5666   6024 
006025   33.63967   14.27220   0.07  151.4582  -43.9474   36.2052    0.7237   6025 
006026   36.22734   14.27220   0.13  154.5216  -42.7936   38.5760   -0.0940   6026 
006027   38.81501   14.27220   0.12  157.4501  -41.5373   40.9558   -0.8852   6027 
006028   41.40267   14.27220   0.08  160.2439  -40.1861   43.3453   -1.6482   6028 
006029   43.99034   14.27220    0.1  162.9053  -38.7478   45.7449   -2.3818   6029 
006030   46.57801   14.27220   0.17  165.4380  -37.2294   48.1550   -3.0844   6030 
006031   49.16568   14.27220   0.26  167.8471  -35.6379   50.5759   -3.7547   6031 
006032   51.75334   14.27220   0.28  170.1383  -33.9794   53.0077   -4.3913   6032 
006033   54.34101   14.27220   0.33  172.3181  -32.2598   55.4504   -4.9930   6033 
006034   56.92868   14.27220   0.31  174.3929  -30.4846   57.9041   -5.5584   6034 
006035   59.51634   14.27220   0.33  176.3696  -28.6587   60.3683   -6.0864   6035 
006036   62.10401   14.27220   0.43  178.2546  -26.7865   62.8430   -6.5758   6036 
006037   64.69168   14.27220   0.51  180.0546  -24.8721   65.3276   -7.0257   6037 
006038   67.27935   14.27220   0.43  181.7757  -22.9194   67.8216   -7.4349   6038 
006039   69.86701   14.27220   0.56  183.4240  -20.9316   70.3244   -7.8025   6039 
006040   72.45468   14.27220   0.36  185.0051  -18.9118   72.8353   -8.1277   6040 
006041   75.04235   14.27220   0.33  186.5246  -16.8629   75.3533   -8.4098   6041 
006042   77.63001   14.27220   0.39  187.9876  -14.7873   77.8777   -8.6481   6042 
006043   80.21768   14.27220   0.51  189.3989  -12.6873   80.4074   -8.8419   6043 
006044   82.80535   14.27220   0.54  190.7630  -10.5650   82.9414   -8.9910   6044 
006045   85.39302   14.27220   0.46  192.0843   -8.4224   85.4785   -9.0948   6045 
006046   87.98068   14.27220   0.29  193.3669   -6.2611   88.0178   -9.1532   6046 
006047   90.56835   14.27220   0.84  194.6146   -4.0829   90.5579   -9.1660   6047 
006048   93.15602   14.27220   0.76  195.8313   -1.8890   93.0978   -9.1331   6048 
006049   95.74368   14.27220   0.73  197.0203    0.3191   95.6363   -9.0548   6049 
006050   98.33135   14.27220    0.7  198.1852    2.5401   98.1722   -8.9310   6050 
006051  100.91902   14.27220   0.34  199.3293    4.7730  100.7044   -8.7623   6051 
006052  103.50669   14.27220   0.12  200.4557    7.0165  103.2319   -8.5488   6052 
006053  106.09435   14.27220   0.06  201.5678    9.2698  105.7536   -8.2912   6053 
006054  108.68202   14.27220   0.09  202.6685   11.5319  108.2686   -7.9901   6054 
006055  111.26969   14.27220   0.08  203.7612   13.8018  110.7760   -7.6462   6055 
006056  113.85735   14.27220   0.06  204.8492   16.0787  113.2751   -7.2602   6056 
006057  116.44502   14.27220   0.04  205.9356   18.3618  115.7650   -6.8330   6057 
006058  119.03269   14.27220   0.03  207.0240   20.6502  118.2453   -6.3657   6058 
006059  121.62035   14.27220   0.04  208.1180   22.9430  120.7155   -5.8591   6059 
006060  124.20802   14.27220   0.03  209.2216   25.2396  123.1751   -5.3145   6060 
006061  126.79569   14.27220   0.04  210.3388   27.5391  125.6240   -4.7330   6061 
006062  129.38336   14.27220   0.04  211.4744   29.8406  128.0619   -4.1159   6062 
006063  131.97102   14.27220   0.02  212.6333   32.1433  130.4889   -3.4643   6063 
006064  134.55869   14.27220   0.04  213.8212   34.4462  132.9050   -2.7797   6064 
006065  137.14636   14.27220   0.04  215.0444   36.7484  135.3105   -2.0633   6065 
006066  139.73402   14.27220   0.03  216.3104   39.0487  137.7056   -1.3166   6066 
006067  142.32169   14.27220   0.03  217.6275   41.3459  140.0907   -0.5410   6067 
006068  144.90936   14.27220   0.05  219.0056   43.6387  142.4665    0.2620   6068 
006069  147.49703   14.27220   0.03  220.4563   45.9255  144.8335    1.0910   6069 
006070  150.08469   14.27220   0.02  221.9935   48.2044  147.1925    1.9444   6070 
006071  152.67236   14.27220   0.04  223.6338   50.4732  149.5442    2.8207   6071 
006072  155.26003   14.27220   0.04  225.3974   52.7293  151.8896    3.7185   6072 
006073  157.84769   14.27220   0.03  227.3093   54.9694  154.2298    4.6360   6073 
006074  160.43536   14.27220   0.03  229.4002   57.1895  156.5657    5.5718   6074 
006075  163.02303   14.27220   0.02  231.7088   59.3845  158.8986    6.5243   6075 
006076  165.61070   14.27220   0.01  234.2837   61.5479  161.2296    7.4919   6076 
006077  168.19836   14.27220   0.02  237.1866   63.6711  163.5602    8.4729   6077 
006078  170.78603   14.27220   0.03  240.4966   65.7430  165.8916    9.4658   6078 
006079  173.37370   14.27220   0.03  244.3141   67.7485  168.2253   10.4689   6079 
006080  175.96136   14.27220   0.04  248.7659   69.6674  170.5628   11.4806   6080 
006081  178.54903   14.27220   0.03  254.0075   71.4721  172.9055   12.4991   6081 
006082  181.13670   14.27220   0.03  260.2186   73.1253  175.2552   13.5229   6082 
006083  183.72437   14.27220   0.03  267.5808   74.5778  177.6134   14.5501   6083 
006084  186.31203   14.27220   0.03  276.2217   75.7676  179.9818   15.5791   6084 
006085  188.89970   14.27220   0.03  286.1163   76.6241  182.3621   16.6082   6085 
006086  191.48737   14.27220   0.02  296.9743   77.0804  184.7560   17.6354   6086 
006087  194.07503   14.27220   0.04  308.2134   77.0941  187.1652   18.6591   6087 
006088  196.66270   14.27220   0.02  319.1135   76.6636  189.5915   19.6773   6088 
006089  199.25037   14.27220   0.02  329.0777   75.8296  192.0367   20.6883   6089 
006090  201.83804   14.27220   0.02  337.7974   74.6580  194.5025   21.6901   6090 
006091  204.42570   14.27220   0.03  345.2343   73.2194  196.9906   22.6807   6091 
006092  207.01337   14.27220   0.02  351.5100   71.5768  199.5027   23.6582   6092 
006093  209.60104   14.27220   0.02  356.8050   69.7801  202.0405   24.6205   6093 
006094  212.18870   14.27220   0.02    1.2998   67.8673  204.6056   25.5657   6094 
006095  214.77637   14.27220   0.02    5.1518   65.8664  207.1993   26.4915   6095 
006096  217.36404   14.27220   0.02    8.4894   63.7981  209.8233   27.3959   6096 
006097  219.95171   14.27220   0.02   11.4146   61.6776  212.4786   28.2768   6097 
006098  222.53937   14.27220   0.02   14.0074   59.5164  215.1665   29.1318   6098 
006099  225.12704   14.27220   0.02   16.3306   57.3231  217.8880   29.9589   6099 
006100  227.71471   14.27220   0.03   18.4335   55.1043  220.6437   30.7558   6100 
006101  230.30237   14.27220   0.04   20.3553   52.8653  223.4343   31.5202   6101 
006102  232.89004   14.27220   0.04   22.1271   50.6101  226.2601   32.2500   6102 
006103  235.47771   14.27220   0.04   23.7742   48.3420  229.1210   32.9428   6103 
006104  238.06538   14.27220   0.03   25.3171   46.0636  232.0168   33.5965   6104 
006105  240.65304   14.27220   0.05   26.7726   43.7773  234.9469   34.2090   6105 
006106  243.24071   14.27220   0.04   28.1548   41.4848  237.9104   34.7782   6106 
006107  245.82838   14.27220   0.04   29.4753   39.1878  240.9059   35.3020   6107 
006108  248.41604   14.27220   0.05   30.7441   36.8876  243.9318   35.7786   6108 
006109  251.00371   14.27220   0.06   31.9697   34.5855  246.9861   36.2061   6109 
006110  253.59138   14.27220   0.06   33.1596   32.2826  250.0663   36.5829   6110 
006111  256.17905   14.27220    0.1   34.3201   29.9799  253.1698   36.9075   6111 
006112  258.76671   14.27220    0.1   35.4569   27.6783  256.2934   37.1785   6112 
006113  261.35438   14.27220    0.1   36.5751   25.3787  259.4338   37.3949   6113 
006114  263.94205   14.27220   0.08   37.6794   23.0819  262.5874   37.5557   6114 
006115  266.52971   14.27220    0.1   38.7739   20.7888  265.7504   37.6603   6115 
006116  269.11738   14.27220    0.1   39.8625   18.5001  268.9188   37.7082   6116 
006117  271.70505   14.27220   0.11   40.9490   16.2167  272.0886   37.6991   6117 
006118  274.29272   14.27220   0.12   42.0367   13.9394  275.2557   37.6332   6118 
