% ID         RA        Dec     Ebv   Gal Long  Gal Lat   Ecl Long  Ecl Lat   Entry 
001341  142.76366  -21.40830   0.05  252.8336   21.4138  153.3690  -33.9853   1341 
001342  145.45732  -21.40830   0.05  254.7057   23.2276  156.1429  -33.0163   1342 
001343  148.15097  -21.40830   0.04  256.6624   24.9881  158.8757  -32.0264   1343 
001344  150.84462  -21.40830   0.06  258.7084   26.6906  161.5695  -31.0182   1344 
001345  153.53828  -21.40830   0.04  260.8478   28.3304  164.2266  -29.9941   1345 
001346  156.23193  -21.40830   0.06  263.0846   29.9023  166.8493  -28.9567   1346 
001347  158.92559  -21.40830   0.04  265.4222   31.4007  169.4399  -27.9081   1347 
001348  161.61924  -21.40830   0.05  267.8635   32.8198  172.0008  -26.8508   1348 
001349  164.31289  -21.40830   0.05  270.4101   34.1534  174.5344  -25.7868   1349 
001350  167.00655  -21.40830   0.04  273.0627   35.3953  177.0430  -24.7183   1350 
001351  169.70020  -21.40830   0.03  275.8203   36.5391  179.5288  -23.6474   1351 
001352  172.39386  -21.40830   0.05  278.6806   37.5782  181.9942  -22.5761   1352 
001353  175.08751  -21.40830   0.04  281.6389   38.5063  184.4413  -21.5064   1353 
001354  177.78116  -21.40830   0.03  284.6888   39.3173  186.8723  -20.4402   1354 
001355  180.47482  -21.40830   0.04  287.8216   40.0055  189.2892  -19.3794   1355 
001356  183.16847  -21.40830   0.06  291.0262   40.5656  191.6940  -18.3260   1356 
001357  185.86213  -21.40830   0.04  294.2896   40.9933  194.0887  -17.2816   1357 
001358  188.55578  -21.40830   0.05  297.5971   41.2851  196.4751  -16.2481   1358 
001359  191.24943  -21.40830   0.04  300.9323   41.4384  198.8549  -15.2272   1359 
001360  193.94309  -21.40830   0.07  304.2780   41.4521  201.2299  -14.2207   1360 
001361  196.63674  -21.40830    0.1  307.6166   41.3260  203.6015  -13.2302   1361 
001362  199.33040  -21.40830   0.12  310.9308   41.0611  205.9714  -12.2575   1362 
001363  202.02405  -21.40830   0.08  314.2041   40.6597  208.3409  -11.3042   1363 
001364  204.71770  -21.40830   0.07  317.4213   40.1252  210.7112  -10.3720   1364 
001365  207.41136  -21.40830   0.06  320.5690   39.4617  213.0837   -9.4624   1365 
001366  210.10501  -21.40830   0.06  323.6358   38.6742  215.4594   -8.5770   1366 
001367  212.79867  -21.40830   0.07  326.6127   37.7685  217.8393   -7.7174   1367 
001368  215.49232  -21.40830   0.08  329.4925   36.7506  220.2243   -6.8851   1368 
001369  218.18597  -21.40830   0.08  332.2705   35.6268  222.6152   -6.0817   1369 
001370  220.87963  -21.40830   0.08  334.9437   34.4035  225.0126   -5.3086   1370 
001371  223.57328  -21.40830   0.12  337.5110   33.0873  227.4173   -4.5672   1371 
001372  226.26694  -21.40830    0.1  339.9727   31.6845  229.8295   -3.8590   1372 
001373  228.96059  -21.40830   0.11  342.3304   30.2011  232.2497   -3.1853   1373 
001374  231.65424  -21.40830   0.12  344.5867   28.6432  234.6780   -2.5475   1374 
001375  234.34790  -21.40830   0.12  346.7449   27.0162  237.1147   -1.9468   1375 
001376  237.04155  -21.40830   0.24  348.8087   25.3255  239.5596   -1.3844   1376 
001377  239.73521  -21.40830   0.21  350.7825   23.5760  242.0127   -0.8614   1377 
001378  242.42886  -21.40830   0.27  352.6709   21.7722  244.4738   -0.3791   1378 
001379  245.12251  -21.40830   0.27  354.4782   19.9185  246.9425    0.0617   1379 
001380  247.81617  -21.40830   0.45  356.2094   18.0188  249.4185    0.4599   1380 
001381  250.50982  -21.40830   0.52  357.8689   16.0766  251.9012    0.8147   1381 
001382  253.20348  -21.40830   0.35  359.4612   14.0953  254.3900    1.1254   1382 
001383  255.89713  -21.40830   0.37    0.9908   12.0780  256.8843    1.3912   1383 
001384  258.59078  -21.40830   0.65    2.4619   10.0275  259.3832    1.6115   1384 
001385  261.28444  -21.40830   0.93    3.8786    7.9464  261.8860    1.7858   1385 
001386  263.97809  -21.40830   0.59    5.2447    5.8370  264.3918    1.9138   1386 
001387  266.67174  -21.40830   1.07    6.5640    3.7014  266.8997    1.9952   1387 
001388  269.36540  -21.40830   1.91    7.8401    1.5418  269.4088    2.0297   1388 
001389  272.05905  -21.40830   8.95    9.0764   -0.6402  271.9181    2.0173   1389 
001390  274.75271  -21.40830   1.41   10.2761   -2.8427  274.4267    1.9580   1390 
001391  277.44636  -21.40830   0.51   11.4422   -5.0643  276.9336    1.8519   1391 
001392  280.14001  -21.40830   0.32   12.5779   -7.3036  279.4379    1.6994   1392 
001393  282.83367  -21.40830   0.25   13.6860   -9.5592  281.9388    1.5007   1393 
001394  285.52732  -21.40830   0.11   14.7692  -11.8299  284.4354    1.2562   1394 
001395  288.22098  -21.40830    0.1   15.8303  -14.1146  286.9268    0.9667   1395 
001396  290.91463  -21.40830   0.09   16.8721  -16.4122  289.4125    0.6326   1396 
001397  293.60828  -21.40830   0.09   17.8971  -18.7218  291.8917    0.2547   1397 
001398  296.30194  -21.40830   0.06   18.9080  -21.0424  294.3639   -0.1662   1398 
001399  298.99559  -21.40830   0.14   19.9075  -23.3732  296.8286   -0.6290   1399 
001400  301.68925  -21.40830   0.13   20.8984  -25.7134  299.2856   -1.1330   1400 
001401  304.38290  -21.40830    0.1   21.8837  -28.0623  301.7344   -1.6769   1401 
001402  307.07655  -21.40830   0.05   22.8662  -30.4190  304.1749   -2.2597   1402 
001403  309.77021  -21.40830   0.04   23.8493  -32.7829  306.6072   -2.8803   1403 
001404  312.46386  -21.40830   0.07   24.8365  -35.1533  309.0312   -3.5372   1404 
001405  315.15752  -21.40830   0.06   25.8317  -37.5295  311.4471   -4.2293   1405 
001406  317.85117  -21.40830   0.04   26.8393  -39.9109  313.8553   -4.9552   1406 
001407  320.54482  -21.40830   0.05   27.8644  -42.2968  316.2560   -5.7136   1407 
001408  323.23848  -21.40830   0.03   28.9126  -44.6866  318.6500   -6.5029   1408 
001409  325.93213  -21.40830   0.03   29.9910  -47.0794  321.0377   -7.3218   1409 
001410  328.62579  -21.40830   0.03   31.1076  -49.4746  323.4198   -8.1687   1410 
001411  331.31944  -21.40830   0.03   32.2727  -51.8714  325.7974   -9.0421   1411 
001412  334.01309  -21.40830   0.03   33.4985  -54.2686  328.1712   -9.9405   1412 
001413  336.70675  -21.40830   0.03   34.8010  -56.6654  330.5425  -10.8623   1413 
001414  339.40040  -21.40830   0.03   36.2005  -59.0602  332.9122  -11.8059   1414 
001415  342.09406  -21.40830   0.02   37.7239  -61.4516  335.2817  -12.7696   1415 
001416  344.78771  -21.40830   0.04   39.4072  -63.8373  337.6523  -13.7519   1416 
001417  347.48136  -21.40830   0.03   41.3007  -66.2145  340.0255  -14.7511   1417 
001418  350.17502  -21.40830   0.03   43.4753  -68.5793  342.4029  -15.7654   1418 
001419  352.86867  -21.40830   0.03   46.0356  -70.9259  344.7860  -16.7931   1419 
001420  355.56233  -21.40830   0.02   49.1407  -73.2455  347.1765  -17.8326   1420 
001421  358.25598  -21.40830   0.02   53.0431  -75.5240  349.5763  -18.8821   1421 
001431    0.00000  -23.78700   0.02   46.1455  -77.9249  350.0553  -21.7190   1431 
001432    2.74061  -23.78700   0.02   50.7889  -80.2760  352.5021  -22.7965   1432 
001433    5.48122  -23.78700   0.01   57.9448  -82.5494  354.9653  -23.8800   1433 
001434    8.22183  -23.78700   0.01   70.5029  -84.6439  357.4471  -24.9677   1434 
001435   10.96245  -23.78700   0.02   95.3774  -86.2455  359.9499  -26.0575   1435 
001436   13.70306  -23.78700   0.02  135.9570  -86.5731    2.4759  -27.1473   1436 
001437   16.44367  -23.78700   0.02  167.8010  -85.3491    5.0279  -28.2350   1437 
001438   19.18428  -23.78700   0.02  183.9905  -83.3853    7.6083  -29.3185   1438 
001439   21.92489  -23.78700   0.01  192.7235  -81.1624   10.2198  -30.3954   1439 
001440   24.66550  -23.78700   0.01  198.1345  -78.8347   12.8651  -31.4634   1440 
001441   27.40611  -23.78700   0.01  201.8761  -76.4568   15.5467  -32.5201   1441 
001442   30.14673  -23.78700   0.02  204.6803  -74.0521   18.2675  -33.5631   1442 
001443   32.88734  -23.78700   0.01  206.9116  -71.6318   21.0300  -34.5897   1443 
001444   35.62795  -23.78700   0.02  208.7700  -69.2023   23.8368  -35.5973   1444 
001445   38.36856  -23.78700   0.02  210.3735  -66.7675   26.6905  -36.5831   1445 
001446   41.10917  -23.78700   0.02  211.7963  -64.3297   29.5933  -37.5443   1446 
001447   43.84978  -23.78700   0.02  213.0873  -61.8907   32.5476  -38.4780   1447 
001448   46.59039  -23.78700   0.02  214.2802  -59.4518   35.5552  -39.3812   1448 
001449   49.33100  -23.78700   0.02  215.3989  -57.0141   38.6177  -40.2508   1449 
001450   52.07162  -23.78700   0.02  216.4611  -54.5784   41.7365  -41.0837   1450 
001451   54.81223  -23.78700   0.02  217.4799  -52.1454   44.9123  -41.8767   1451 
001452   57.55284  -23.78700   0.03  218.4657  -49.7157   48.1455  -42.6267   1452 
001453   60.29345  -23.78700   0.04  219.4267  -47.2901   51.4357  -43.3304   1453 
001454   63.03406  -23.78700   0.05  220.3693  -44.8690   54.7822  -43.9848   1454 
001455   65.77467  -23.78700   0.04  221.2991  -42.4531   58.1832  -44.5868   1455 
001456   68.51528  -23.78700   0.04  222.2207  -40.0429   61.6363  -45.1333   1456 
001457   71.25590  -23.78700   0.04  223.1380  -37.6390   65.1384  -45.6216   1457 
001458   73.99651  -23.78700   0.04  224.0545  -35.2421   68.6854  -46.0491   1458 
001459   76.73712  -23.78700   0.03  224.9735  -32.8527   72.2726  -46.4134   1459 
001460   79.47773  -23.78700   0.03  225.8976  -30.4714   75.8942  -46.7124   1460 
001461   82.21834  -23.78700   0.03  226.8297  -28.0990   79.5442  -46.9442   1461 
001462   84.95895  -23.78700   0.02  227.7722  -25.7362   83.2156  -47.1076   1462 
001463   87.69956  -23.78700   0.03  228.7275  -23.3838   86.9011  -47.2015   1463 
001464   90.44018  -23.78700   0.03  229.6981  -21.0425   90.5931  -47.2254   1464 
001465   93.18079  -23.78700   0.03  230.6863  -18.7133   94.2839  -47.1790   1465 
001466   95.92140  -23.78700   0.05  231.6944  -16.3969   97.9657  -47.0627   1466 
001467   98.66201  -23.78700   0.08  232.7247  -14.0946  101.6310  -46.8772   1467 
001468  101.40262  -23.78700   0.11  233.7798  -11.8073  105.2726  -46.6236   1468 
001469  104.14323  -23.78700   0.19  234.8620   -9.5362  108.8838  -46.3034   1469 
001470  106.88384  -23.78700   0.22  235.9739   -7.2825  112.4586  -45.9186   1470 
001471  109.62445  -23.78700   0.75  237.1182   -5.0476  115.9917  -45.4713   1471 
001472  112.36507  -23.78700   1.22  238.2977   -2.8330  119.4784  -44.9639   1472 
001473  115.10568  -23.78700   0.62  239.5152   -0.6402  122.9151  -44.3993   1473 
001474  117.84629  -23.78700   0.63  240.7737    1.5289  126.2988  -43.7802   1474 
001475  120.58690  -23.78700   0.26  242.0764    3.6726  129.6274  -43.1096   1475 
001476  123.32751  -23.78700   0.16  243.4266    5.7888  132.8994  -42.3906   1476 
001477  126.06812  -23.78700   0.09  244.8279    7.8753  136.1141  -41.6265   1477 
001478  128.80873  -23.78700   0.08  246.2838    9.9297  139.2715  -40.8203   1478 
001479  131.54935  -23.78700   0.12  247.7980   11.9492  142.3721  -39.9753   1479 
001480  134.28996  -23.78700   0.14  249.3746   13.9312  145.4169  -39.0945   1480 
001481  137.03057  -23.78700   0.21  251.0175   15.8724  148.4071  -38.1812   1481 
001482  139.77118  -23.78700   0.08  252.7309   17.7696  151.3446  -37.2384   1482 
001483  142.51179  -23.78700   0.06  254.5190   19.6191  154.2315  -36.2690   1483 
001484  145.25240  -23.78700   0.05  256.3859   21.4169  157.0698  -35.2758   1484 
001485  147.99301  -23.78700   0.05  258.3357   23.1589  159.8621  -34.2619   1485 
001486  150.73363  -23.78700   0.05  260.3724   24.8404  162.6109  -33.2297   1486 
001487  153.47424  -23.78700   0.05  262.4995   26.4566  165.3188  -32.1821   1487 
001488  156.21485  -23.78700   0.05  264.7205   28.0024  167.9885  -31.1214   1488 
001489  158.95546  -23.78700   0.07  267.0379   29.4722  170.6226  -30.0503   1489 
001490  161.69607  -23.78700   0.05  269.4537   30.8605  173.2238  -28.9711   1490 
001491  164.43668  -23.78700   0.06  271.9688   32.1612  175.7948  -27.8860   1491 
001492  167.17729  -23.78700    0.1  274.5830   33.3682  178.3382  -26.7974   1492 
001493  169.91790  -23.78700   0.06  277.2948   34.4755  180.8565  -25.7073   1493 
001494  172.65852  -23.78700   0.04  280.1009   35.4769  183.3522  -24.6180   1494 
001495  175.39913  -23.78700   0.05  282.9964   36.3664  185.8278  -23.5314   1495 
001496  178.13974  -23.78700   0.05  285.9745   37.1383  188.2855  -22.4496   1496 
001497  180.88035  -23.78700   0.04  289.0264   37.7875  190.7276  -21.3745   1497 
001498  183.62096  -23.78700   0.07  292.1414   38.3092  193.1563  -20.3080   1498 
001499  186.36157  -23.78700   0.07  295.3070   38.6996  195.5736  -19.2521   1499 
001500  189.10218  -23.78700    0.1  298.5094   38.9557  197.9814  -18.2084   1500 
001501  191.84280  -23.78700   0.08  301.7335   39.0753  200.3817  -17.1788   1501 
001502  194.58341  -23.78700   0.11  304.9635   39.0575  202.7762  -16.1652   1502 
001503  197.32402  -23.78700   0.12  308.1835   38.9026  205.1665  -15.1691   1503 
001504  200.06463  -23.78700   0.09  311.3779   38.6116  207.5542  -14.1924   1504 
001505  202.80524  -23.78700   0.06  314.5317   38.1870  209.9408  -13.2367   1505 
001506  205.54585  -23.78700   0.06  317.6315   37.6320  212.3276  -12.3036   1506 
001507  208.28646  -23.78700   0.06  320.6653   36.9507  214.7158  -11.3948   1507 
001508  211.02708  -23.78700   0.06  323.6229   36.1478  217.1066  -10.5120   1508 
001509  213.76769  -23.78700   0.07  326.4959   35.2289  219.5010   -9.6565   1509 
001510  216.50830  -23.78700   0.08  329.2781   34.1996  221.8999   -8.8301   1510 
001511  219.24891  -23.78700   0.09  331.9649   33.0660  224.3040   -8.0342   1511 
001512  221.98952  -23.78700   0.09  334.5536   31.8342  226.7140   -7.2703   1512 
001513  224.73013  -23.78700   0.12  337.0431   30.5104  229.1306   -6.5398   1513 
001514  227.47074  -23.78700   0.11  339.4333   29.1005  231.5541   -5.8441   1514 
001515  230.21135  -23.78700    0.1  341.7256   27.6105  233.9848   -5.1846   1515 
001516  232.95197  -23.78700   0.15  343.9221   26.0461  236.4230   -4.5625   1516 
001517  235.69258  -23.78700    0.2  346.0256   24.4125  238.8688   -3.9791   1517 
001518  238.43319  -23.78700   0.17  348.0395   22.7149  241.3221   -3.4357   1518 
001519  241.17380  -23.78700   0.13  349.9675   20.9581  243.7828   -2.9332   1519 
001520  243.91441  -23.78700    0.2  351.8137   19.1466  246.2507   -2.4728   1520 
001521  246.65502  -23.78700   1.43  353.5821   17.2845  248.7254   -2.0554   1521 
001522  249.39563  -23.78700   0.58  355.2769   15.3756  251.2066   -1.6820   1522 
001523  252.13625  -23.78700   0.73  356.9023   13.4235  253.6936   -1.3533   1523 
001524  254.87686  -23.78700   0.35  358.4624   11.4315  256.1858   -1.0700   1524 
001525  257.61747  -23.78700   0.54  359.9612    9.4027  258.6827   -0.8329   1525 
001526  260.35808  -23.78700    0.7    1.4026    7.3398  261.1834   -0.6423   1526 
001527  263.09869  -23.78700   0.98    2.7904    5.2455  263.6872   -0.4988   1527 
001528  265.83930  -23.78700   0.75    4.1280    3.1220  266.1932   -0.4027   1528 
001529  268.57991  -23.78700   3.48    5.4191    0.9715  268.7005   -0.3541   1529 
001530  271.32053  -23.78700   4.36    6.6667   -1.2039  271.2084   -0.3533   1530 
001531  274.06114  -23.78700   0.97    7.8741   -3.4025  273.7157   -0.4001   1531 
001532  276.80175  -23.78700   0.43    9.0442   -5.6225  276.2218   -0.4945   1532 
001533  279.54236  -23.78700   0.28   10.1799   -7.8623  278.7257   -0.6363   1533 
001534  282.28297  -23.78700   0.46   11.2839  -10.1206  281.2265   -0.8251   1534 
001535  285.02358  -23.78700   0.15   12.3588  -12.3961  283.7235   -1.0606   1535 
001536  287.76419  -23.78700   0.13   13.4073  -14.6874  286.2160   -1.3422   1536 
001537  290.50480  -23.78700   0.07   14.4317  -16.9934  288.7032   -1.6693   1537 
001538  293.24542  -23.78700   0.08   15.4344  -19.3131  291.1845   -2.0411   1538 
001539  295.98603  -23.78700   0.09   16.4178  -21.6456  293.6595   -2.4569   1539 
001540  298.72664  -23.78700   0.11   17.3842  -23.9898  296.1276   -2.9157   1540 
001541  301.46725  -23.78700   0.13   18.3360  -26.3450  298.5886   -3.4167   1541 
001542  304.20786  -23.78700   0.08   19.2756  -28.7104  301.0422   -3.9587   1542 
001543  306.94847  -23.78700   0.07   20.2054  -31.0851  303.4882   -4.5406   1543 
001544  309.68908  -23.78700   0.04   21.1279  -33.4685  305.9267   -5.1613   1544 
001545  312.42970  -23.78700   0.06   22.0460  -35.8600  308.3577   -5.8195   1545 
001546  315.17031  -23.78700   0.06   22.9624  -38.2588  310.7815   -6.5139   1546 
001547  317.91092  -23.78700   0.05   23.8804  -40.6643  313.1983   -7.2432   1547 
001548  320.65153  -23.78700   0.04   24.8037  -43.0760  315.6086   -8.0059   1548 
001549  323.39214  -23.78700   0.04   25.7364  -45.4933  318.0129   -8.8007   1549 
001550  326.13275  -23.78700   0.04   26.6832  -47.9156  320.4119   -9.6260   1550 
001551  328.87336  -23.78700   0.04   27.6498  -50.3424  322.8064  -10.4804   1551 
001552  331.61398  -23.78700   0.02   28.6433  -52.7730  325.1974  -11.3623   1552 
001553  334.35459  -23.78700   0.03   29.6723  -55.2067  327.5857  -12.2702   1553 
001554  337.09520  -23.78700   0.02   30.7476  -57.6430  329.9725  -13.2024   1554 
001555  339.83581  -23.78700   0.02   31.8836  -60.0811  332.3591  -14.1573   1555 
001556  342.57642  -23.78700   0.02   33.0992  -62.5201  334.7467  -15.1333   1556 
001557  345.31703  -23.78700   0.03   34.4205  -64.9589  337.1369  -16.1287   1557 
001558  348.05764  -23.78700   0.02   35.8844  -67.3962  339.5312  -17.1417   1558 
001559  350.79825  -23.78700   0.02   37.5453  -69.8299  341.9313  -18.1707   1559 
001560  353.53887  -23.78700   0.03   39.4862  -72.2575  344.3388  -19.2139   1560 
001561  356.27948  -23.78700   0.02   41.8416  -74.6745  346.7557  -20.2695   1561 
001562  359.02009  -23.78700   0.02   44.8431  -77.0737  349.1839  -21.3356   1562 
001574    0.00000  -26.16570   0.02   34.8055  -78.4712  348.9418  -23.8649   1574 
001575    2.79414  -26.16570   0.02   36.7615  -80.9549  351.4194  -24.9599   1575 
001576    5.58827  -26.16570   0.02   39.7132  -83.4312  353.9154  -26.0622   1576 
001577    8.38241  -26.16570   0.01   45.4460  -85.8846  356.4322  -27.1696   1577 
001578   11.17654  -26.16570   0.01   65.1681  -88.2142  358.9724  -28.2801   1578 
001579   13.97068  -26.16570   0.02  169.0795  -88.6169    1.5388  -29.3914   1579 
001580   16.76481  -26.16570   0.01  198.3971  -86.3794    4.1341  -30.5014   1580 
001581   19.55895  -26.16570   0.01  205.3139  -83.9360    6.7613  -31.6077   1581 
001582   22.35309  -26.16570   0.01  208.6077  -81.4624    9.4233  -32.7080   1582 
001583   25.14722  -26.16570   0.01  210.7064  -78.9797   12.1232  -33.7998   1583 
001584   27.94136  -26.16570   0.01  212.2690  -76.4938   14.8640  -34.8805   1584 
001585   30.73549  -26.16570   0.01  213.5472  -74.0071   17.6489  -35.9474   1585 
001586   33.52963  -26.16570   0.01  214.6577  -71.5209   20.4809  -36.9978   1586 
001587   36.32376  -26.16570   0.01  215.6623  -69.0361   23.3631  -38.0288   1587 
001588   39.11790  -26.16570   0.02  216.5967  -66.5533   26.2984  -39.0374   1588 
001589   41.91203  -26.16570   0.02  217.4834  -64.0730   29.2897  -40.0205   1589 
001590   44.70617  -26.16570   0.01  218.3371  -61.5956   32.3395  -40.9750   1590 
001591   47.50031  -26.16570   0.02  219.1681  -59.1217   35.4503  -41.8975   1591 
001592   50.29444  -26.16570   0.01  219.9839  -56.6517   38.6240  -42.7847   1592 
001593   53.08858  -26.16570   0.01  220.7901  -54.1860   41.8621  -43.6330   1593 
001594   55.88271  -26.16570   0.01  221.5910  -51.7251   45.1656  -44.4390   1594 
001595   58.67685  -26.16570   0.02  222.3903  -49.2694   48.5350  -45.1991   1595 
001596   61.47098  -26.16570   0.03  223.1909  -46.8194   51.9699  -45.9097   1596 
001597   64.26512  -26.16570   0.03  223.9954  -44.3755   55.4690  -46.5674   1597 
001598   67.05926  -26.16570   0.03  224.8060  -41.9385   59.0304  -47.1686   1598 
001599   69.85339  -26.16570   0.02  225.6248  -39.5087   62.6510  -47.7102   1599 
001600   72.64753  -26.16570   0.03  226.4537  -37.0867   66.3267  -48.1889   1600 
001601   75.44166  -26.16570   0.03  227.2945  -34.6732   70.0523  -48.6018   1601 
001602   78.23580  -26.16570   0.02  228.1490  -32.2689   73.8219  -48.9464   1602 
001603   81.02993  -26.16570   0.02  229.0190  -29.8744   77.6282  -49.2205   1603 
001604   83.82407  -26.16570   0.02  229.9061  -27.4904   81.4635  -49.4221   1604 
001605   86.61820  -26.16570   0.03  230.8122  -25.1178   85.3192  -49.5500   1605 
001606   89.41234  -26.16570   0.03  231.7390  -22.7574   89.1861  -49.6033   1606 
001607   92.20648  -26.16570   0.03  232.6884  -20.4102   93.0551  -49.5816   1607 
001608   95.00061  -26.16570   0.05  233.6622  -18.0770   96.9166  -49.4850   1608 
001609   97.79475  -26.16570   0.06  234.6626  -15.7590  100.7616  -49.3142   1609 
001610  100.58888  -26.16570   0.09  235.6915  -13.4574  104.5811  -49.0704   1610 
001611  103.38302  -26.16570   0.17  236.7511  -11.1732  108.3670  -48.7552   1611 
001612  106.17715  -26.16570   0.25  237.8437   -8.9079  112.1119  -48.3707   1612 
001613  108.97129  -26.16570   0.36  238.9717   -6.6630  115.8093  -47.9193   1613 
001614  111.76543  -26.16570   0.75  240.1377   -4.4398  119.4536  -47.4039   1614 
001615  114.55956  -26.16570   0.69  241.3442   -2.2403  123.0403  -46.8274   1615 
001616  117.35370  -26.16570   0.45  242.5942   -0.0661  126.5660  -46.1930   1616 
001617  120.14783  -26.16570   0.37  243.8906    2.0808  130.0281  -45.5042   1617 
001618  122.94197  -26.16570   0.18  245.2364    4.1982  133.4251  -44.7645   1618 
001619  125.73610  -26.16570   0.15  246.6349    6.2837  136.7564  -43.9774   1619 
001620  128.53024  -26.16570   0.08  248.0896    8.3349  140.0219  -43.1464   1620 
001621  131.32438  -26.16570   0.09  249.6038   10.3489  143.2225  -42.2752   1621 
001622  134.11851  -26.16570   0.11  251.1814   12.3229  146.3595  -41.3671   1622 
001623  136.91265  -26.16570   0.13  252.8259   14.2536  149.4347  -40.4257   1623 
001624  139.70678  -26.16570   0.11  254.5411   16.1375  152.4504  -39.4542   1624 
001625  142.50092  -26.16570   0.09  256.3309   17.9709  155.4089  -38.4559   1625 
001626  145.29505  -26.16570   0.06  258.1989   19.7498  158.3131  -37.4340   1626 
001627  148.08919  -26.16570   0.07  260.1487   21.4698  161.1658  -36.3914   1627 
001628  150.88332  -26.16570   0.03  262.1838   23.1264  163.9701  -35.3311   1628 
001629  153.67746  -26.16570   0.05  264.3070   24.7145  166.7291  -34.2558   1629 
001630  156.47160  -26.16570   0.06  266.5210   26.2291  169.4458  -33.1684   1630 
001631  159.26573  -26.16570   0.06  268.8277   27.6648  172.1234  -32.0714   1631 
001632  162.05987  -26.16570   0.08  271.2283   29.0159  174.7648  -30.9673   1632 
001633  164.85400  -26.16570   0.06  273.7228   30.2766  177.3732  -29.8586   1633 
001634  167.64814  -26.16570   0.04  276.3102   31.4410  179.9514  -28.7475   1634 
001635  170.44227  -26.16570   0.04  278.9883   32.5032  182.5023  -27.6365   1635 
001636  173.23641  -26.16570   0.04  281.7530   33.4575  185.0287  -26.5275   1636 
001637  176.03055  -26.16570   0.04  284.5989   34.2982  187.5331  -25.4228   1637 
001638  178.82468  -26.16570   0.05  287.5187   35.0202  190.0181  -24.3245   1638 
001639  181.61882  -26.16570   0.07  290.5035   35.6186  192.4862  -23.2345   1639 
001640  184.41295  -26.16570   0.07  293.5427   36.0893  194.9397  -22.1548   1640 
001641  187.20709  -26.16570   0.07  296.6242   36.4290  197.3807  -21.0874   1641 
001642  190.00122  -26.16570   0.06  299.7347   36.6351  199.8114  -20.0340   1642 
001643  192.79536  -26.16570   0.07  302.8601   36.7060  202.2338  -18.9967   1643 
001644  195.58950  -26.16570   0.07  305.9859   36.6413  204.6496  -17.9770   1644 
001645  198.38363  -26.16570   0.07  309.0974   36.4414  207.0607  -16.9769   1645 
001646  201.17777  -26.16570   0.05  312.1806   36.1078  209.4685  -15.9981   1646 
001647  203.97190  -26.16570   0.06  315.2220   35.6430  211.8747  -15.0422   1647 
001648  206.76604  -26.16570   0.05  318.2095   35.0504  214.2807  -14.1109   1648 
001649  209.56017  -26.16570   0.06  321.1325   34.3340  216.6875  -13.2060   1649 
001650  212.35431  -26.16570   0.06  323.9820   33.4986  219.0965  -12.3289   1650 
001651  215.14844  -26.16570   0.06  326.7506   32.5494  221.5086  -11.4814   1651 
001652  217.94258  -26.16570   0.08  329.4327   31.4920  223.9247  -10.6648   1652 
001653  220.73672  -26.16570    0.1  332.0244   30.3321  226.3456   -9.8808   1653 
001654  223.53085  -26.16570   0.12  334.5232   29.0758  228.7719   -9.1308   1654 
001655  226.32499  -26.16570   0.14  336.9280   27.7287  231.2042   -8.4163   1655 
001656  229.11912  -26.16570   0.14  339.2390   26.2968  233.6428   -7.7385   1656 
001657  231.91326  -26.16570   0.14  341.4572   24.7857  236.0881   -7.0989   1657 
001658  234.70739  -26.16570   0.21  343.5846   23.2008  238.5403   -6.4988   1658 
001659  237.50153  -26.16570    0.2  345.6236   21.5473  240.9993   -5.9392   1659 
001660  240.29567  -26.16570   0.09  347.5773   19.8301  243.4651   -5.4214   1660 
001661  243.08980  -26.16570   0.32  349.4490   18.0538  245.9376   -4.9465   1661 
001662  245.88394  -26.16570   0.41  351.2422   16.2228  248.4165   -4.5154   1662 
001663  248.67807  -26.16570   0.49  352.9608   14.3411  250.9014   -4.1291   1663 
001664  251.47221  -26.16570   0.26  354.6085   12.4125  253.3918   -3.7884   1664 
001665  254.26634  -26.16570   0.22  356.1890   10.4404  255.8873   -3.4940   1665 
001666  257.06048  -26.16570    0.4  357.7061    8.4281  258.3871   -3.2466   1666 
001667  259.85461  -26.16570   0.76  359.1634    6.3786  260.8906   -3.0467   1667 
001668  262.64875  -26.16570   1.58    0.5645    4.2946  263.3972   -2.8948   1668 
001669  265.44289  -26.16570   1.81    1.9126    2.1786  265.9059   -2.7912   1669 
001670  268.23702  -26.16570  26.93    3.2112    0.0331  268.4159   -2.7361   1670 
001671  271.03116  -26.16570   2.94    4.4632   -2.1399  270.9265   -2.7297   1671 
001672  273.82529  -26.16570   0.58    5.6717   -4.3384  273.4368   -2.7720   1672 
001673  276.61943  -26.16570   0.29    6.8395   -6.5604  275.9460   -2.8629   1673 
001674  279.41356  -26.16570   0.47    7.9692   -8.8045  278.4531   -3.0022   1674 
001675  282.20770  -26.16570   0.26    9.0634  -11.0688  280.9575   -3.1896   1675 
001676  285.00184  -26.16570   0.23   10.1244  -13.3521  283.4584   -3.4246   1676 
001677  287.79597  -26.16570   0.12   11.1547  -15.6530  285.9551   -3.7067   1677 
001678  290.59011  -26.16570   0.08   12.1563  -17.9703  288.4469   -4.0354   1678 
001679  293.38424  -26.16570   0.11   13.1313  -20.3028  290.9333   -4.4099   1679 
001680  296.17838  -26.16570   0.12   14.0818  -22.6494  293.4138   -4.8293   1680 
001681  298.97251  -26.16570   0.09   15.0096  -25.0092  295.8879   -5.2929   1681 
