% ID         RA         Dec       Ebv      Gal Long  Gal Lat    Ecl Long  Ecl Lat   Entry
000536    263.95111   11.75000    0.14      35.4230   21.5077   262.7613   35.0374    535
000537    270.92622   11.75000    0.12      38.4936   15.3306   271.1096   35.1857    536
000538    277.90133   11.75000    0.18      41.5422    9.1851   279.4485   34.9305    537
000539    284.87644   11.75000    0.77      44.6385    3.0889   287.7096   34.2792    538
000540    291.93112   11.75000    0.98      47.8872   -3.0068   295.9242   33.2366    539
000541    298.91537   11.75000    0.19      51.2901   -8.9492   303.8699   31.8522    540
000542    305.89962   11.75000    0.14      54.9557  -14.7713   311.5990   30.1525    541
000543    312.88387   11.75000    0.10      58.9729  -20.4378   319.0975   28.1769    542
000544    319.86812   11.75000    0.06      63.4457  -25.9029   326.3662   25.9669    543
000545    326.85237   11.75000    0.07      68.4972  -31.1064   333.4181   23.5647    544
000546    333.83662   11.75000    0.07      74.2689  -35.9694   340.2749   21.0115    545
000547    340.82087   11.75000    0.06      80.9126  -40.3887   346.9642   18.3474    546
000548    347.80512   11.75000    0.05      88.5667  -44.2331   353.5171   15.6109    547
000549    354.78937   11.75000    0.05      97.3073  -47.3449   359.9663   12.8386    548
000550      1.37527   18.95000    0.05     109.0015  -42.4675     9.0145   16.7931    549
000551      8.62509   18.95000    0.06     118.2700  -43.5171    15.4991   13.9766    550
000552     15.87491   18.95000    0.05     127.7300  -43.5171    21.9450   11.2468    551
000553     23.12473   18.95000    0.06     136.9985  -42.4675    28.3831    8.6380    552
000554     30.37455   18.95000    0.06     145.7404  -40.4352    34.8396    6.1834    553
000555     37.62436   18.95000    0.11     153.7381  -37.5348    41.3354    3.9147    554
000556     44.87418   18.95000    0.14     160.9046  -33.9016    47.8863    1.8627    555
000557     52.12400   18.95000    0.12     167.2540  -29.6687    54.5016    0.0562    556
000558     59.37382   18.95000    0.31     172.8605  -24.9544    61.1849   -1.4780    557
000559     66.62364   18.95000    0.37     177.8232  -19.8571    67.9332   -2.7164    558
000560     73.87345   18.95000    0.36     182.2453  -14.4557    74.7378   -3.6389    559
000561     81.12327   18.95000    0.35     186.2235   -8.8128    81.5848   -4.2304    560
000562     88.37309   18.95000    0.55     189.8442   -2.9775    88.4566   -4.4806    561
000563     95.57843   18.95000    0.54     193.1636    2.9745    95.2908   -4.3869    562
000564    102.73929   18.95000    0.08     196.2527    9.0106   102.0674   -3.9572    563
000565    109.79245   18.95000    0.07     199.1494   15.0502   108.7093   -3.2130    564
000566    116.84562   18.95000    0.06     201.9568   21.1645   115.3038   -2.1621    565
000567    123.89878   18.95000    0.04     204.7324   27.3371   121.8403   -0.8208    566
000568    130.95195   18.95000    0.02     207.5413   33.5534   128.3134    0.7909    567
000569    138.00511   18.95000    0.03     210.4650   39.7993   134.7228    2.6498    568
000570    145.05827   18.95000    0.02     213.6165   46.0595   141.0739    4.7305    569
000571    152.11144   18.95000    0.03     217.1686   52.3152   147.3779    7.0057    570
000572    159.16460   18.95000    0.03     221.4143   58.5388   153.6507    9.4467    571
000573    166.21777   18.95000    0.02     226.9083   64.6829   159.9136   12.0238    572
000574    173.27093   18.95000    0.02     234.8409   70.6473   166.1918   14.7062    573
000575    180.32410   18.95000    0.04     248.1371   76.1726   172.5148   17.4620    574
000576    187.38957   18.95000    0.02     274.1357   80.4444   178.9269   20.2632    575
000577    194.55043   18.95000    0.02     317.5189   81.2901   185.5424   23.1079    576
000578    201.71129   18.95000    0.02     350.7895   77.8833   192.3152   25.9203    577
000579    208.96753   18.95000    0.03       7.7093   72.4881   199.3809   28.6954    578
000580    216.23608   18.95000    0.02      17.1225   66.4385   206.7049   31.3546    579
000581    223.50463   18.95000    0.04      23.3117   60.1440   214.3135   33.8444    580
000582    230.77318   18.95000    0.05      27.9346   53.7447   222.2363   36.1132    581
000583    238.04173   18.95000    0.05      31.7173   47.3023   230.4891   38.1078    582
000584    245.31027   18.95000    0.05      35.0253   40.8502   239.0673   39.7748    583
000585    252.57882   18.95000    0.08      38.0659   34.4103   247.9406   41.0644    584
000586    259.84737   18.95000    0.06      40.9703   27.9997   257.0496   41.9339    585
000587    267.11592   18.95000    0.09      43.8309   21.6339   266.3079   42.3523    586
000588    274.38447   18.95000    0.17      46.7205   15.3288   275.6105   42.3039    587
000589    281.65302   18.95000    0.32      49.7021    9.1022   284.8462   41.7906    588
000590    288.92157   18.95000    2.15      52.8364    2.9745   293.9127   40.8314    589
000591    296.12691   18.95000    0.34      56.1558   -2.9775   302.6536   39.4736    590
000592    303.37673   18.95000    0.12      59.7765   -8.8128   311.1475   37.7426    591
000593    310.62655   18.95000    0.10      63.7547  -14.4557   319.3148   35.6960    592
000594    317.87636   18.95000    0.09      68.1768  -19.8571   327.1555   33.3868    593
000595    325.12618   18.95000    0.12      73.1395  -24.9544   334.6883   30.8676    594
000596    332.37600   18.95000    0.04      78.7460  -29.6687   341.9446   28.1893    595
000597    339.62582   18.95000    0.06      85.0954  -33.9016   348.9633   25.3994    596
000598    346.87564   18.95000    0.11      92.2619  -37.5348   355.7863   22.5427    597
000599    354.12545   18.95000    0.09     100.2596  -40.4352     2.4564   19.6609    598
000600      0.96160   26.15000    0.05     110.5578  -35.3594    11.8997   23.4759    599
000601      8.48720   26.15000    0.04     118.8068  -36.3277    18.4884   20.5887    600
000602     16.01280   26.15000    0.05     127.1932  -36.3277    25.0085   17.8098    601
000603     23.53840   26.15000    0.11     135.4422  -35.3594    31.4953   15.1744    602
000604     31.06400   26.15000    0.08     143.3067  -33.4728    37.9781   12.7157    603
000605     38.58960   26.15000    0.20     150.6106  -30.7560    44.4798   10.4654    604
000606     46.11520   26.15000    0.15     157.2628  -27.3175    51.0169    8.4536    605
000607     53.64080   26.15000    0.17     163.2458  -23.2696    57.5997    6.7079    606
000608     61.16640   26.15000    0.48     168.5925  -18.7172    64.2319    5.2534    607
000609     68.69200   26.15000    1.05     173.3633  -13.7516    70.9115    4.1117    608
000610     76.21760   26.15000    0.36     177.6294   -8.4497    77.6311    3.3006    609
000611     83.74320   26.15000    0.72     181.4621   -2.8742    84.3789    2.8327    610
000612     91.24686   26.15000    0.47     184.9183    2.9069    91.1205    2.7156    611
000613     98.72857   26.15000    0.13     188.0596    8.8513    97.8397    2.9479    612
000614    106.21029   26.15000    0.08     190.9481   14.9432   104.5405    3.5253    613
000615    113.69200   26.15000    0.04     193.6287   21.1564   111.2093    4.4384    614
000616    121.17371   26.15000    0.05     196.1417   27.4695   117.8357    5.6731    615
000617    128.65543   26.15000    0.03     198.5239   33.8649   124.4141    7.2108    616
000618    136.13714   26.15000    0.04     200.8114   40.3280   130.9440    9.0290    617
000619    143.61886   26.15000    0.02     203.0429   46.8464   137.4312   11.1024    618
000620    151.10057   26.15000    0.04     205.2658   53.4093   143.8876   13.4029    619
000621    158.58229   26.15000    0.03     207.5504   60.0072   150.3311   15.9006    620
000622    166.06400   26.15000    0.01     210.0255   66.6309   156.7861   18.5638    621
000623    173.54571   26.15000    0.03     212.9996   73.2701   163.2830   21.3594    622
000624    181.02743   26.15000    0.03     217.5543   79.9066   169.8584   24.2524    623
000625    188.50914   26.15000    0.02     232.6698   86.4342   176.5547   27.2058    624
000626    195.99086   26.15000    0.02      13.3302   86.4342   183.4202   30.1801    625
000627    203.47257   26.15000    0.01      28.4457   79.9066   190.5085   33.1325    626
000628    210.95429   26.15000    0.02      33.0004   73.2701   197.8771   36.0160    627
000629    218.43600   26.15000    0.03      35.9745   66.6309   205.5850   38.7791    628
000630    225.91771   26.15000    0.04      38.4496   60.0072   213.6885   41.3645    629
000631    233.39943   26.15000    0.05      40.7342   53.4093   222.2334   43.7100    630
000632    240.88114   26.15000    0.07      42.9571   46.8464   231.2456   45.7489    631
000633    248.36286   26.15000    0.06      45.1886   40.3280   240.7175   47.4136    632
000634    255.84457   26.15000    0.05      47.4761   33.8649   250.5968   48.6402    633
000635    263.32629   26.15000    0.06      49.8583   27.4695   260.7802   49.3759    634
000636    270.80800   26.15000    0.13      52.3713   21.1564   271.1188   49.5862    635
000637    278.28971   26.15000    0.12      55.0519   14.9432   281.4382   49.2607    636
000638    285.77143   26.15000    0.29      57.9404    8.8513   291.5671   48.4153    637
000639    293.25314   26.15000    2.26      61.0817    2.9069   301.3654   47.0891    638
000640    300.75680   26.15000    0.68      64.5379   -2.8742   310.7676   45.3322    639
000641    308.28240   26.15000    0.14      68.3706   -8.4497   319.7276   43.2071    640
000642    315.80800   26.15000    0.11      72.6367  -13.7516   328.2184   40.7871    641
000643    323.33360   26.15000    0.07      77.4075  -18.7172   336.2718   38.1394    642
000644    330.85920   26.15000    0.08      82.7542  -23.2696   343.9379   35.3261    643
000645    338.38480   26.15000    0.06      88.7372  -27.3175   351.2751   32.4041    644
000646    345.91040   26.15000    0.08      95.3894  -30.7560   358.3434   29.4246    645
000647    353.43600   26.15000    0.06     102.6933  -33.4728     5.2005   26.4343    646
000648      0.57433   33.35000    0.07     111.9364  -28.2472    15.1629   30.0700    647
000649      8.35811   33.35000    0.08     119.2782  -29.1378    21.7715   27.1350    648
000650     16.14189   33.35000    0.04     126.7218  -29.1378    28.2837   24.3311    649
000651     23.92567   33.35000    0.05     134.0636  -28.2472    34.7398   21.6930    650
000652     31.70944   33.35000    0.08     141.1172  -26.5039    41.1723   19.2530    651
000653     39.49322   33.35000    0.06     147.7397  -23.9760    47.6059   17.0416    652
000654     47.27700   33.35000    0.16     153.8442  -20.7506    54.0582   15.0870    653
000655     55.06078   33.35000    0.24     159.3958  -16.9212    60.5399   13.4150    654
000656     62.84456   33.35000    0.15     164.3998  -12.5790    67.0557   12.0485    655
000657     70.62833   33.35000    0.58     168.8864   -7.8072    73.6045   11.0067    656
000658     78.41211   33.35000    0.54     172.8984   -2.6783    80.1806   10.3049    657
000659     86.23064   33.35000    0.74     176.4975    2.7706    86.8039    9.9525    658
000660     94.08393   33.35000    0.33     179.7224    8.4910    93.4628    9.9598    659
000661    101.93721   33.35000    0.14     182.5949   14.4152   100.1150   10.3289    660
000662    109.79050   33.35000    0.05     185.1447   20.5066   106.7486   11.0543    661
000663    117.64379   33.35000    0.06     187.3902   26.7346   113.3541   12.1248    662
000664    125.49707   33.35000    0.05     189.3352   33.0732   119.9258   13.5249    663
000665    133.35036   33.35000    0.03     190.9637   39.4994   126.4629   15.2344    664
000666    141.20364   33.35000    0.02     192.2278   45.9921   132.9706   17.2295    665
000667    149.05693   33.35000    0.01     193.0249   52.5301   139.4607   19.4836    666
000668    156.91021   33.35000    0.01     193.1432   59.0882   145.9519   21.9674    667
000669    164.76350   33.35000    0.02     192.1219   65.6298   152.4702   24.6494    668
000670    172.61679   33.35000    0.02     188.8217   72.0819   159.0500   27.4961    669
000671    180.47007   33.35000    0.02     179.7619   78.2354   165.7338   30.4718    670
000672    188.32336   33.35000    0.01     151.6815   83.1548   172.5736   33.5378    671
000673    196.17664   33.35000    0.02      94.3185   83.1548   179.6314   36.6524    672
000674    204.02993   33.35000    0.01      66.2381   78.2354   186.9802   39.7690    673
000675    211.88321   33.35000    0.01      57.1783   72.0819   194.7033   42.8352    674
000676    219.73650   33.35000    0.02      53.8781   65.6298   202.8927   45.7906    675
000677    227.58979   33.35000    0.02      52.8568   59.0882   211.6435   48.5659    676
000678    235.44307   33.35000    0.02      52.9751   52.5301   221.0423   51.0811    677
000679    243.29636   33.35000    0.02      53.7722   45.9921   231.1462   53.2470    678
000680    251.14964   33.35000    0.03      55.0363   39.4994   241.9541   54.9689    679
000681    259.00293   33.35000    0.05      56.6648   33.0732   253.3744   56.1563    680
000682    266.85621   33.35000    0.04      58.6098   26.7346   265.2089   56.7370    681
000683    274.70950   33.35000    0.10      60.8553   20.5066   277.1708   56.6721    682
000684    282.56279   33.35000    0.10      63.4051   14.4152   288.9433   55.9661    683
000685    290.41607   33.35000    0.17      66.2776    8.4910   300.2540   54.6655    684
000686    298.26936   33.35000    2.12      69.5025    2.7706   310.9255   52.8476    685
000687    306.08789   33.35000    0.57      73.1016   -2.6783   320.8441   50.6153    686
000688    313.87167   33.35000    0.17      77.1136   -7.8072   330.0317   48.0666    687
000689    321.65544   33.35000    0.14      81.6002  -12.5790   338.5971   45.2778    688
000690    329.43922   33.35000    0.12      86.6042  -16.9212   346.6273   42.3248    689
000691    337.22300   33.35000    0.09      92.1558  -20.7506   354.2150   39.2737    690
000692    345.00678   33.35000    0.07      98.2603  -23.9760     1.4488   36.1817    691
000693    352.79056   33.35000    0.08     104.8828  -26.5039     8.4083   33.0990    692
000694      3.46860   40.55000    0.09     115.8349  -21.5620    21.6318   35.3226    693
000695     11.90000   40.40000    0.06     122.7121  -22.1992    28.3386   32.1525    694
000696     20.38973   40.55000    0.06     129.6459  -21.6305    35.1496   29.4170    695
000697     28.87947   40.55000    0.05     136.4076  -20.3162    41.8196   26.7751    696
000698     37.42753   40.55000    0.04     142.8865  -18.1391    48.5110   24.3791    697
000699     45.97560   40.55000    0.14     148.9210  -15.1819    55.2033   22.2802    698
000700     54.52367   40.55000    0.19     154.4437  -11.5358    61.9123   20.5075    699
000701     63.07173   40.55000    0.99     159.4287   -7.2954    68.6460   19.0862    700
000702     71.61980   40.55000    0.64     163.8795   -2.5518    75.4055   18.0374    701
000703     80.23141   40.55000    0.57     167.8435    2.6520    82.2365   17.3736    702
000704     88.84822   40.55000    0.41     171.3143    8.2113    89.0843   17.1144    703
000705     97.46504   40.55000    0.13     174.3127   14.0583    95.9337   17.2643    704
000706    106.08185   40.55000    0.09     176.8524   20.1368   102.7732   17.8212    705
000707    114.69867   40.55000    0.06     178.9293   26.3978   109.5933   18.7760    706
000708    123.31548   40.55000    0.04     180.5131   32.7963   116.3880   20.1141    707
000709    131.93230   40.55000    0.03     181.5322   39.2892   123.1567   21.8152    708
000710    140.54911   40.55000    0.02     181.8477   45.8299   129.9057   23.8544    709
000711    149.16593   40.55000    0.01     181.2014   52.3610   136.6492   26.2027    710
000712    157.78274   40.55000    0.01     179.1068   58.7987   143.4110   28.8279    711
000713    166.39956   40.55000    0.02     174.6106   64.9955   150.2251   31.6947    712
000714    175.01637   40.55000    0.02     165.7887   70.6464   157.1382   34.7648    713
000715    183.63319   40.55000    0.01     149.1913   75.0527   164.2110   37.9969    714
000716    192.25000   40.55000    0.01     123.0000   76.8500   171.5220   41.3453    715
000717    200.86681   40.55000    0.01      96.8087   75.0527   179.1704   44.7589    716
000718    209.48363   40.55000    0.02      80.2113   70.6464   187.2815   48.1783    717
000719    218.10044   40.55000    0.01      71.3894   64.9955   196.0095   51.5328    718
000720    226.71726   40.55000    0.01      66.8932   58.7987   205.5381   54.7354    719
000721    235.33407   40.55000    0.02      64.7986   52.3610   216.0677   57.6782    720
000722    243.95089   40.55000    0.01      64.1523   45.8299   227.7789   60.2281    721
000723    252.56770   40.55000    0.02      64.4678   39.2892   240.7533   62.2307    722
000724    261.18452   40.55000    0.04      65.4869   32.7963   254.8575   63.5266    723
000725    269.80133   40.55000    0.03      67.0707   26.3978   269.6558   63.9891    724
000726    278.41815   40.55000    0.04      69.1476   20.1368   284.4709   63.5670    725
000727    287.03496   40.55000    0.11      71.6873   14.0583   298.6190   62.3071    726
000728    295.65178   40.55000    0.20      74.6857    8.2113   311.6506   60.3337    727
000729    304.26859   40.55000    1.15      78.1565    2.6520   323.4194   57.8055    728
000730    312.82187   40.55000    0.72      82.0919   -2.5179   333.9259   54.9005    729
000731    321.31160   40.55000    0.19      86.5070   -7.2339   343.3680   51.7572    730
000732    329.74300   40.55000    0.29      91.4131  -11.4275   351.9629   48.4832    731
000733    338.17440   40.55000    0.12      96.8425  -15.0455   359.9525   45.1403    732
000734    346.60580   40.55000    0.17     102.7717  -17.9970     7.4843   41.7960    733
000735    355.03720   40.55000    0.14     109.1382  -20.1941    14.6786   38.5072    734
000736      2.21291   47.75000    0.08     116.0539  -14.3091    25.3468   41.9753    735
000737     12.25000   47.75000    0.10     123.0000  -14.8500    32.9161   38.4908    736
000738     22.28709   47.75000    0.07     129.9461  -14.3091    40.3419   35.2894    737
000739     32.32418   47.75000    0.16     136.6847  -12.7105    47.6945   32.4204    738
000740     42.36127   47.75000    0.23     143.0382  -10.1214    55.0216   29.9290    739
000741     52.39836   47.75000    0.44     148.8775   -6.6404    62.3530   27.8554    740
000742     62.43545   47.75000    0.85     154.1249   -2.3827    69.7043   26.2343    741
000743     72.25385   47.75000    0.73     158.6498    2.4194    76.9187   25.1134    742
000744     81.85354   47.75000    0.29     162.4813    7.6203    83.9908   24.4805    743
000745     91.27823   47.75000    0.19     165.6701   13.1226    90.9431   24.3149    744
000746    100.70292   47.75000    0.12     168.2823   18.9372    97.8939   24.6036    745
000747    110.12762   47.75000    0.08     170.2916   24.9902   104.8331   25.3419    746
000748    119.55231   47.75000    0.06     171.6400   31.2106   111.7535   26.5180    747
000749    128.97700   47.75000    0.03     172.2190   37.5255   118.6526   28.1135    748
000750    138.40169   47.75000    0.02     171.8382   43.8519   125.5352   30.1042    749
000751    147.82638   47.75000    0.02     170.1748   50.0827   132.4155   32.4608    750
000752    157.25108   47.75000    0.01     166.6889   56.0615   139.3186   35.1497    751
000753    166.67577   47.75000    0.02     160.5138   61.5342   146.2838   38.1338    752
000754    176.10046   47.75000    0.02     150.4537   66.0684   153.3674   41.3722    753
000755    185.52515   47.75000    0.02     135.6822   68.9838   160.6481   44.8205    754
000756    194.94985   47.75000    0.01     117.8014   69.5411   168.2345   48.4289    755
000757    204.72454   47.75000    0.02     100.7532   67.4423   176.5867   52.2791    756
000758    214.49923   47.75000    0.01      88.5269   63.2707   185.6642   56.1625    757
000759    224.27392   47.75000    0.02      80.9181   57.8597   195.7967   59.9790    758
000760    234.04862   47.75000    0.01      76.5829   51.7818   207.4365   63.5912    759
000761    243.82331   47.75000    0.01      74.4298   45.3695   221.1467   66.8034    760
000762    253.59800   47.75000    0.02      73.7726   38.8198   237.4405   69.3423    761
000763    263.37269   47.75000    0.02      74.2057   32.2614   256.3000   70.8743    762
000764    273.14738   47.75000    0.04      75.4941   25.7907   276.5500   71.1177    763
000765    282.92208   47.75000    0.06      77.5052   19.4902   296.1074   70.0206    764
000766    292.69677   47.75000    0.10      80.1691   13.4390   313.3661   67.8010    765
000767    302.47146   47.75000    0.25      83.4543    7.7191   327.9506   64.7930    766
000768    312.24615   47.75000    1.92      87.3502    2.4194   340.2596   61.2971    767
000769    322.06455   47.75000    1.21      91.8751   -2.3827   350.9145   57.5179    768
000770    332.10164   47.75000    0.28      97.1225   -6.6404     0.5591   53.5407    769
000771    342.13873   47.75000    0.14     102.9618  -10.1214     9.3382   49.5673    770
000772    352.17582   47.75000    0.12     109.3153  -12.7105    17.5344   45.6880    771
000773      6.95487   54.95000    0.26     119.9355   -7.5242    34.3391   46.3389    772
000774     17.54512   54.95000    0.41     126.0644   -7.5242    41.5015   43.0184    773
000775     28.13537   54.95000    0.28     132.1034   -6.5258    48.5838   40.0440    774
000776     38.72562   54.95000    0.40     137.8829   -4.5684    55.6379   37.4586    775
000777     49.31587   54.95000    1.35     143.2612   -1.7248    62.6956   35.3008    776
000778     60.11656   54.95000    0.67     148.2230    1.9883    69.9140   33.5752    777
000779     71.12768   54.95000    0.35     152.6574    6.5005    77.2990   32.3397    778
000780     82.05244   54.95000    0.42     156.3788   11.5784    84.6473   31.6583    779
000781     92.97719   54.95000    0.12     159.3777   17.1327    92.0055   31.5314    780
000782    103.90195   54.95000    0.06     161.5965   23.0442    99.3598   31.9615    781
000783    114.82671   54.95000    0.06     162.9463   29.1937   106.6977   32.9406    782
000784    125.75146   54.95000    0.05     163.2813   35.4550   114.0109   34.4513    783
000785    136.67622   54.95000    0.02     162.3661   41.6817   121.2994   36.4671    784
000786    147.60097   54.95000    0.02     159.8357   47.6866   128.5750   38.9540    785
000787    158.52573   54.95000    0.01     155.1653   53.2072   135.8648   41.8721    786
000788    169.45049   54.95000    0.01     147.7301   57.8621   143.2165   45.1759    787
000789    180.37888   54.95000    0.01     137.1622   61.1283   150.7086   48.8168    788
000790    191.39000   54.95000    0.01     124.0676   62.4429   158.5158   52.7698    789
000791    202.40112   54.95000    0.02     110.7624   61.4771   166.7683   56.9457    790
000792    213.41224   54.95000    0.01      99.6542   58.4543   175.7650   61.2695    791
000793    224.50609   54.95000    0.02      91.6598   53.8933   186.0916   65.6760    792
000794    235.60357   54.95000    0.01      86.5944   48.3727   198.5921   69.9836    793
000795    246.70105   54.95000    0.03      83.8119   42.3128   214.8717   73.9269    794
000796    257.79854   54.95000    0.03      82.7444   36.0001   237.3407   77.0018    795
000797    268.89602   54.95000    0.03      82.9941   29.6371   266.8517   78.3772    796
000798    279.99351   54.95000    0.05      84.3050   23.3794   297.2785   77.4407    797
000799    291.09099   54.95000    0.11      86.5193   17.3604   321.2327   74.6300    798
000800    302.18847   54.95000    0.27      89.5415   11.7051   338.5376   70.8087    799
000801    313.28596   54.95000    0.78      93.3105    6.5384   351.6331   66.5472    800
000802    324.38344   54.95000    1.02      97.7770    1.9883     2.3054   62.1448    801
000803    335.18412   54.95000    0.44     102.7388   -1.7248    11.3359   57.8841    802
000804    345.77437   54.95000    0.40     108.1171   -4.5684    19.4111   53.8266    803
000805    356.36462   54.95000    0.42     113.8966   -6.5258    27.0162   49.9588    804
000806      6.66667   62.15000    1.14     120.3949   -0.3373    40.8671   52.1519    805
000807     20.00000   62.15000    1.00     126.6119   -0.2329    48.6209   48.3879    806
000808     33.33333   62.15000    0.75     132.6763    1.1408    56.3898   45.1618    807
000809     46.66667   62.15000    0.68     138.3430    3.7124    64.2103   42.5357    808
000810     60.00000   62.15000    0.65     143.4059    7.3559    72.0934   40.5630    809
000811     73.33333   62.15000    0.40     147.7026   11.9085    80.0316   39.2862    810
000812     86.66667   62.15000    0.19     151.1003   17.1862    88.0045   38.7338    811
000813    100.00000   62.15000    0.13     153.4698   22.9927    95.9847   38.9183    812
000814    113.33333   62.15000    0.07     154.6528   29.1191   103.9434   39.8355    813
000815    126.66667   62.15000    0.11     154.4280   35.3340   111.8559   41.4647    814
000816    140.00000   62.15000    0.03     152.4815   41.3620   119.7076   43.7702    815
000817    153.33333   62.15000    0.01     148.4116   46.8527   127.4996   46.7036    816
000818    166.66667   62.15000    0.01     141.8444   51.3508   135.2543   50.2068    817
000819    180.00000   62.15000    0.02     132.7825   54.3118   143.0254   54.2147    818
000820    193.33333   62.15000    0.02     122.1123   55.2425   150.9143   58.6569    819
000821    206.66667   62.15000    0.02     111.5988   53.9581   159.1085   63.4586    820
000822    220.00000   62.15000    0.01     102.9104   50.7095   167.9796   68.5378    821
000823    233.33333   62.15000    0.02      96.7650   46.0146   178.3766   73.7947    822
000824    246.66667   62.15000    0.02      93.0690   40.4086   192.7452   79.0644    823
000825    260.00000   62.15000    0.02      91.4278   34.3288   220.9502   83.8342    824
000826    273.33333   62.15000    0.04      91.4505   28.1110   289.6242   85.3610    825
000827    286.66667   62.15000    0.05      92.8393   22.0217   336.2695   81.5841    826
000828    300.00000   62.15000    0.06      95.3854   16.2873   355.2321   76.4443    827
000829    313.33333   62.15000    0.54      98.9377   11.1143     7.1025   71.1518    828
000830    326.66667   62.15000    0.47     103.3685    6.6973    16.5763   65.9691    829
000831    340.00000   62.15000    0.86     108.5417    3.2177    25.0438   61.0177    830
000832    353.33333   62.15000    0.95     114.2881    0.8335    33.0539   56.3860    831
000833      8.57143   69.35000    0.67     121.6944    6.7872    50.3275   56.8905    832
000834     25.71429   69.35000    0.55     127.7480    7.2468    58.2077   52.9083    833
000835     42.85714   69.35000    0.88     133.4824    9.2741    66.4204   49.7402    834
000836     60.00000   69.35000    0.44     138.5220   12.7160    74.8763   47.4807    835
000837     77.14286   69.35000    0.20     142.5430   17.3245    83.4898   46.2011    836
000838     94.28571   69.35000    0.09     145.2603   22.7836    92.1720   45.9430    837
000839    111.42857   69.35000    0.04     146.3902   28.7230   100.8312   46.7151    838
000840    128.57143   69.35000    0.03     145.6149   34.7127   109.3768   48.4918    839
000841    145.71429   69.42000    0.13     142.5148   40.2040   117.6630   51.2756    840
000842    162.85714   69.35000    0.03     137.0941   44.7025   125.7801   54.8043    841
000843    180.00000   69.35000    0.01     129.3520   47.4426   133.4541   59.1526    842
000844    197.14286   69.35000    0.02     120.4259   47.9523   140.5956   64.1428    843
000845    214.28571   69.35000    0.02     111.9945   46.1253   146.8992   69.6454    844
000846    231.42857   69.35000    0.03     105.4621   42.3253   151.5264   75.5144    845
000847    248.57143   69.35000    0.03     101.3884   37.1752   151.1322   81.5398    846
000848    265.71429   69.35000    0.04      99.6890   31.3151   117.9986   86.7818    847
000849    282.85714   69.35000    0.07     100.0428   25.2973    35.8855   84.4417    848
000850    300.00000   69.35000    0.15     102.1151   19.5836    27.5563   78.5278    849
000851    317.14286   69.35000    0.27     105.6104   14.5680    30.4782   72.5445    850
000852    334.28571   69.35000    0.43     110.2496   10.5906    36.1163   66.8386    851
000853    351.42857   69.35000    0.50     115.7288    7.9313    42.8953   61.5753    852
000854     12.00000   76.55000    0.32     122.9401   13.9501    62.1845   60.8188    853
000855     36.00000   76.55000    0.61     128.5650   14.9848    69.8311   56.9228    854
000856     60.00000   76.55000    0.13     133.4289   17.9828    78.5011   54.3107    855
000857     84.00000   76.55000    0.11     136.8347   22.5140    87.6761   53.1591    856
000858    108.00000   76.55000    0.06     138.1838   27.9219    96.9478   53.5451    857
000859    132.00000   76.55000    0.03     136.9932   33.3703   105.9253   55.4429    858
000860    156.00000   76.55000    0.03     133.0361   37.8874   114.1611   58.7251    859
000861    180.00000   76.55000    0.10     126.7209   40.4948   121.0156   63.1661    860
000862    204.00000   76.55000    0.03     119.4275   40.5230   125.3035   68.4271    861
000863    228.00000   76.55000    0.03     113.0744   37.9643   124.2858   73.9613    862
000864    252.00000   76.55000    0.03     109.0610   33.4775   111.3468   78.6118    863
000865    276.00000   76.55000    0.08     107.8137   28.0381    82.0740   79.8447    864
000866    300.00000   76.55000    0.11     109.1143   22.6203    60.0762   76.5184    865
000867    324.00000   76.55000    0.45     112.4830   18.0635    54.2543   71.2093    866
000868    348.00000   76.55000    0.26     117.3233   15.0283    56.4048   65.7211    867
000869     20.00000   83.75000    0.16     123.9023   21.2042    76.6048   63.7947    868
000870     60.00000   83.75000    0.08     128.0264   23.1088    83.5556   60.9889    869
000871    100.00000   83.75000    0.06     130.0114   26.9794    92.1925   60.3869    870
000872    140.00000   83.75000    0.03     128.7701   31.1070   100.2844   62.1524    871
000873    180.00000   83.75000    0.14     124.5873   33.4987   105.3935   65.7872    872
000874    220.00000   83.75000    0.09     119.5393   32.8882   104.1330   70.0288    873
000875    260.00000   83.75000    0.09     116.3448   29.6079    93.6415   72.6836    874
000876    300.00000   83.75000    0.08     116.4123   25.3406    80.0065   71.7194    875
000877    340.00000   83.75000    0.17     119.4060   22.0689    74.1886   67.9475    876
000878     10.00000   88.00000    0.26     122.9131   25.4015    85.1265   66.1366    877
000879    170.00000   88.00000    0.30     123.8678   29.2484    94.8735   66.1366    878
001001     25.77660  -85.93846    0.09     301.8885  -31.3445   279.8190  -68.0376    879
001002     77.20517  -85.93846    0.16     298.7903  -29.0560   272.6936  -70.5018    880
001003    128.63375  -85.93846    0.18     298.9676  -25.5374   262.7171  -69.5842    881
001004    181.85528  -85.93846    0.11     302.2021  -23.4029   259.9363  -66.1017    882
001005    231.49089  -85.93846    0.09     305.8162  -24.2263   264.3734  -63.2694    883
001006    282.91946  -85.93846    0.15     307.5744  -27.3728   271.9712  -62.5878    884
001007    334.34803  -85.93846    0.13     305.8968  -30.5747   278.5454  -64.5528    885
001008     20.25868  -85.45000    0.09     302.2540  -31.9036   281.3333  -67.7464    886
001009     71.68725  -85.45000    0.16     298.4923  -29.6408   274.3533  -70.8299    887
001010    124.64736  -85.45000    0.18     298.3355  -25.5891   262.3696  -70.1441    888
